City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
239,Bushehr,IR,2021-10-06 20:22:25,28.9684,50.8385,84.29,79,0,0.0,haze,0,0
240,The Hammocks,US,2021-10-06 20:22:25,25.6715,-80.4445,89.62,74,20,10.36,few clouds,0,0
241,Katsuura,JP,2021-10-06 20:22:25,35.1333,140.3,68.18,78,100,12.66,overcast clouds,0,0
242,Preobrazheniye,RU,2021-10-06 20:22:26,42.9019,133.9064,51.84,68,100,1.25,overcast clouds,0,0
243,Sao Filipe,CV,2021-10-06 20:22:26,14.8961,-24.4956,79.54,77,23,13.15,few clouds,0,0
244,Upernavik,GL,2021-10-06 20:22:26,72.7868,-56.1549,32.31,52,100,3.0,overcast clouds,0,0
245,Nantucket,US,2021-10-06 20:18:30,41.2835,-70.0995,68.02,76,0,10.02,clear sky,0,0
246,Langsa,ID,2021-10-06 20:22:28,4.4683,97.9683,74.8,93,100,4.41,overcast clouds,0,0
247,Kulhudhuffushi,MV,2021-10-06 20:22:28,6.6221,73.07,81.79,79,100,15.43,overcast clouds,0,0
248,Barra Bonita,BR,2021-10-06 20:22:29,-22.4947,-48.5581,95.04,37,63,3.8,broken clouds,0,0
249,Zabid,YE,2021-10-06 20:22:29,14.1951,43.3152,88.92,64,100,7.02,overcast clouds,0,0
250,Jipijapa,EC,2021-10-06 20:22:30,-1.3333,-80.5833,71.1,66,90,9.33,overcast clouds,0,0
251,Suileng,CN,2021-10-06 20:22:30,47.25,127.0833,39.52,67,73,3.29,broken clouds,0,0
252,Kinna,SE,2021-10-06 20:22:30,57.5073,12.6946,55.44,96,2,4.85,clear sky,0,0
253,Barranquilla,CO,2021-10-06 20:22:32,10.9639,-74.7964,87.58,74,40,3.44,scattered clouds,0,0
254,Tocopilla,CL,2021-10-06 20:22:33,-22.092,-70.1979,67.06,61,64,7.54,broken clouds,0,0
255,Saldanha,ZA,2021-10-06 20:22:33,-33.0117,17.9442,68.05,64,0,12.33,clear sky,0,0
256,San Policarpo,PH,2021-10-06 20:20:19,12.1791,125.5072,78.19,89,100,7.96,moderate rain,0,0
257,Ferrol,ES,2021-10-06 20:22:33,43.4832,-8.2369,64.65,81,6,4.5,clear sky,0,0
258,Lebu,CL,2021-10-06 20:22:34,-37.6167,-73.65,58.19,55,0,17.18,clear sky,0,0
259,Acapulco,MX,2021-10-06 20:22:34,16.8634,-99.8901,87.62,70,40,6.91,scattered clouds,0,0
260,Sindou,BF,2021-10-06 20:22:34,10.6667,-5.1667,78.1,74,39,3.91,light rain,0,0
261,Yebaishou,CN,2021-10-06 20:22:35,41.3975,119.6408,43.07,82,9,4.61,clear sky,0,0
262,Bathsheba,BB,2021-10-06 20:22:35,13.2167,-59.5167,83.01,78,75,18.41,broken clouds,0,0
263,Verkhnyaya Sinyachikha,RU,2021-10-06 20:22:35,57.976,61.6673,35.82,94,17,4.97,few clouds,0,0
264,Karasburg,NA,2021-10-06 20:22:37,-28.0167,18.75,70.54,13,0,10.25,clear sky,0,0
265,Brazzaville,CG,2021-10-06 20:22:39,-4.2658,15.2832,86.31,65,100,5.75,overcast clouds,0,0
266,Noumea,NC,2021-10-06 20:20:16,-22.2763,166.4572,75.0,99,87,10.36,overcast clouds,0,0
267,Buala,SB,2021-10-06 20:22:39,-8.145,159.5921,80.89,78,63,5.23,broken clouds,0,0
268,Timbiqui,CO,2021-10-06 20:22:39,2.7717,-77.6654,81.19,79,69,8.84,light rain,0,0
269,Vao,NC,2021-10-06 20:22:41,-22.6667,167.4833,69.84,60,0,17.4,clear sky,0,0
270,Pionerskiy,RU,2021-10-06 20:22:41,54.9508,20.2275,55.24,70,100,10.8,light rain,0,0
271,Chokurdakh,RU,2021-10-06 20:22:41,70.6333,147.9167,19.71,91,100,10.09,overcast clouds,0,0
272,Cidreira,BR,2021-10-06 20:22:42,-30.1811,-50.2056,67.26,72,100,10.09,overcast clouds,0,0
273,College Station,US,2021-10-06 20:21:38,30.628,-96.3344,88.95,36,20,5.75,few clouds,0,0
274,Cabo San Lucas,MX,2021-10-06 20:22:42,22.8909,-109.9124,97.52,52,1,6.91,clear sky,0,0
275,Kharan,PK,2021-10-06 20:22:42,28.5833,65.4167,77.97,14,0,2.86,clear sky,0,0
276,La Reforma,MX,2021-10-06 20:22:43,25.0833,-108.05,101.14,46,0,10.13,clear sky,0,0
277,Taoudenni,ML,2021-10-06 20:22:43,22.6783,-3.9836,96.53,7,5,11.07,clear sky,0,0
278,Oxford,GB,2021-10-06 20:22:44,51.7522,-1.256,55.56,86,0,4.61,clear sky,0,0
279,Zhezkazgan,KZ,2021-10-06 20:22:44,47.8043,67.7144,30.72,65,1,12.03,clear sky,0,0
280,San Angelo,US,2021-10-06 20:22:35,31.4638,-100.437,90.1,33,1,3.0,clear sky,0,0
281,Palana,RU,2021-10-06 20:22:45,59.1167,159.9667,29.57,91,100,11.95,light snow,0,0
282,Ilulissat,GL,2021-10-06 20:22:05,69.2167,-51.1,30.22,59,75,1.14,broken clouds,0,0
283,Bandarbeyla,SO,2021-10-06 20:22:46,9.4942,50.8122,79.32,84,100,21.88,overcast clouds,0,0
284,Yarim,YE,2021-10-06 20:22:46,14.298,44.3779,61.79,43,63,8.28,broken clouds,0,0
285,Mahon,ES,2021-10-06 20:22:46,39.8885,4.2658,64.96,72,75,3.44,broken clouds,0,0
286,Dezful,IR,2021-10-06 20:22:47,32.3811,48.4058,86.4,16,52,4.92,broken clouds,0,0
287,Jining,CN,2021-10-06 20:22:47,35.405,116.5814,54.72,92,100,11.41,overcast clouds,0,0
288,Romny,UA,2021-10-06 20:22:48,50.751,33.4747,40.42,44,3,9.71,clear sky,0,0
289,Los Llanos De Aridane,ES,2021-10-06 20:22:48,28.6585,-17.9182,69.55,87,40,12.66,volcanic ash,0,0
290,Deputatskiy,RU,2021-10-06 20:22:48,69.3,139.9,19.02,93,100,5.55,overcast clouds,0,0
291,Bosaso,SO,2021-10-06 20:22:48,11.2842,49.1816,88.7,60,0,4.34,clear sky,0,0
292,Saint George,US,2021-10-06 20:22:49,37.1041,-113.5841,79.43,36,1,1.01,clear sky,0,0
293,Rudnya,RU,2021-10-06 20:22:50,54.947,31.0934,41.97,77,0,10.0,clear sky,0,0
294,Laguna,US,2021-10-06 20:22:03,38.421,-121.4238,79.14,54,1,7.0,clear sky,0,0
295,Kumluca,TR,2021-10-06 20:22:52,36.3703,30.2869,70.59,40,0,7.43,clear sky,0,0
296,Caravelas,BR,2021-10-06 20:21:17,-17.7125,-39.2481,77.47,74,2,6.64,clear sky,0,0
297,Balta,UA,2021-10-06 20:22:52,47.9355,29.6198,43.54,41,0,7.4,clear sky,0,0
298,Damghan,IR,2021-10-06 20:22:52,36.1683,54.348,61.34,60,70,3.27,broken clouds,0,0
299,Cabra,ES,2021-10-06 20:22:53,37.4725,-4.4421,74.25,40,21,4.83,few clouds,0,0
300,Najran,SA,2021-10-06 20:22:53,17.4924,44.1277,79.45,30,4,2.98,clear sky,0,0
301,Yining,CN,2021-10-06 20:22:53,29.0361,114.5636,65.73,93,53,3.6,broken clouds,0,0
302,Ahuimanu,US,2021-10-06 20:22:54,21.4447,-157.8378,83.91,61,40,14.97,scattered clouds,0,0
303,Beloha,MG,2021-10-06 20:22:54,-25.1667,45.05,62.69,66,0,5.91,clear sky,0,0
304,Coihaique,CL,2021-10-06 20:22:54,-45.5752,-72.0662,56.01,28,0,6.91,clear sky,0,0
305,Ruteng,ID,2021-10-06 20:22:55,-8.6136,120.4721,61.56,93,76,3.8,broken clouds,0,0
306,Coka,RS,2021-10-06 20:22:55,45.9425,20.1433,61.63,40,100,17.18,overcast clouds,0,0
307,Avarua,CK,2021-10-06 20:22:55,-21.2078,-159.775,77.05,69,20,13.8,few clouds,0,0
308,Koratagere,IN,2021-10-06 20:22:57,13.5228,77.2331,73.27,93,94,5.79,overcast clouds,0,0
309,Kavieng,PG,2021-10-06 20:22:57,-2.5744,150.7967,79.57,76,100,1.72,light rain,0,0
310,Daru,PG,2021-10-06 20:22:57,-9.0763,143.2092,77.0,89,100,10.45,overcast clouds,0,0
311,Zhaotong,CN,2021-10-06 20:22:58,27.3167,103.7167,57.52,96,100,3.49,overcast clouds,0,0
312,Waitati,NZ,2021-10-06 20:22:58,-45.75,170.5667,55.81,75,100,3.42,overcast clouds,0,0
313,Plainview,US,2021-10-06 20:22:01,40.7765,-73.4673,71.74,68,90,6.91,overcast clouds,0,0
314,Nyurba,RU,2021-10-06 20:23:00,63.2842,118.3319,29.17,81,100,11.05,overcast clouds,0,0
315,Lata,PT,2021-10-06 20:23:01,40.1629,-8.3327,65.8,75,1,2.13,clear sky,0,0
316,Ponta Do Sol,PT,2021-10-06 20:23:01,32.6667,-17.1,72.23,78,97,4.5,overcast clouds,0,0
317,Luwingu,ZM,2021-10-06 20:23:02,-10.2621,29.9271,75.99,31,9,8.03,clear sky,0,0
318,Sidi Ali,DZ,2021-10-06 20:23:02,36.0998,0.4206,68.04,70,62,9.35,broken clouds,0,0
319,Umm Kaddadah,SD,2021-10-06 20:23:03,13.6017,26.6876,89.38,17,99,8.7,overcast clouds,0,0
320,Moorhead,US,2021-10-06 20:21:53,46.8739,-96.7676,77.99,50,1,11.01,clear sky,0,0
321,Isangel,VU,2021-10-06 20:21:54,-19.55,169.2667,75.31,78,40,11.5,scattered clouds,0,0
322,Sabya,SA,2021-10-06 20:23:06,17.1495,42.6254,91.02,67,42,8.48,scattered clouds,0,0
323,Jackson,US,2021-10-06 20:22:04,42.4165,-122.8345,58.44,55,1,0.0,clear sky,0,0
324,Anchorage,US,2021-10-06 20:19:54,61.2181,-149.9003,47.95,77,90,1.01,light rain,0,0
325,Guangyuan,CN,2021-10-06 20:23:07,32.442,105.823,58.35,90,100,5.46,overcast clouds,0,0
326,Jalu,LY,2021-10-06 20:23:08,29.0331,21.5482,72.5,34,0,5.73,clear sky,0,0
327,Bima,ID,2021-10-06 20:23:10,-8.4667,118.7167,72.1,89,46,4.9,scattered clouds,0,0
328,Ahipara,NZ,2021-10-06 20:23:10,-35.1667,173.1667,59.56,94,100,4.99,light rain,0,0
329,Waipawa,NZ,2021-10-06 20:23:11,-41.4122,175.5153,56.03,83,100,6.51,light rain,0,0
330,Fujinomiya,JP,2021-10-06 20:23:15,35.2167,138.6167,69.17,93,100,2.91,overcast clouds,0,0
331,Tura,IN,2021-10-06 20:23:16,25.5198,90.2201,72.91,88,0,2.44,clear sky,0,0
332,Kisangani,CD,2021-10-06 20:23:17,0.5167,25.2,70.29,98,29,2.84,scattered clouds,0,0
333,Dubrovnik,HR,2021-10-06 20:21:30,42.6481,18.0922,65.84,88,40,8.05,scattered clouds,0,0
334,Hambantota,LK,2021-10-06 20:20:59,6.1241,81.1185,79.48,86,40,13.0,scattered clouds,0,0
335,Santo Estevao,BR,2021-10-06 20:20:38,-12.4303,-39.2514,80.73,51,56,11.68,broken clouds,0,0
336,Ottumwa,US,2021-10-06 20:23:18,41.02,-92.4113,77.68,73,90,11.5,overcast clouds,0,0
337,Orangeburg,US,2021-10-06 20:23:19,33.4918,-80.8557,82.36,91,75,4.61,mist,0,0
338,Tateyama,JP,2021-10-06 20:23:20,34.9833,139.8667,68.09,78,99,12.44,overcast clouds,0,0
339,Severo-Yeniseyskiy,RU,2021-10-06 20:23:22,60.3725,93.0408,28.47,96,100,10.63,snow,0,0
340,Beringovskiy,RU,2021-10-06 20:23:22,63.05,179.3167,32.41,81,97,12.75,overcast clouds,0,0
341,Wanxian,CN,2021-10-06 20:23:22,30.8039,108.3897,69.46,96,100,5.41,light rain,0,0
342,Caldwell,US,2021-10-06 20:18:25,43.6629,-116.6874,70.18,36,1,13.8,clear sky,0,0
343,Mokhsogollokh,RU,2021-10-06 20:23:23,61.4681,128.9203,30.52,95,96,5.39,overcast clouds,0,0
344,Maningrida,AU,2021-10-06 20:23:23,-12.0667,134.2667,75.67,84,62,1.54,broken clouds,0,0
345,Maues,BR,2021-10-06 20:23:23,-3.3836,-57.7186,96.48,35,100,2.8,overcast clouds,0,0
346,Richards Bay,ZA,2021-10-06 20:23:24,-28.783,32.0377,65.61,84,97,3.91,light rain,0,0
347,Jumla,NP,2021-10-06 20:23:24,29.2747,82.1838,54.27,90,6,3.06,clear sky,0,0
348,Fuyang,CN,2021-10-06 20:23:24,32.9,115.8167,55.72,87,84,11.14,broken clouds,0,0
349,Redlands,US,2021-10-06 20:23:25,34.0556,-117.1825,85.1,64,100,1.99,overcast clouds,0,0
350,Malaya Vishera,RU,2021-10-06 20:23:25,58.8454,32.2222,46.44,67,0,10.22,clear sky,0,0
351,Provideniya,RU,2021-10-06 20:23:25,64.3833,-173.3,37.51,87,90,11.18,light rain,0,0
352,Bismil,TR,2021-10-06 20:23:26,37.8486,40.6658,60.53,31,0,4.81,clear sky,0,0
353,General Roca,AR,2021-10-06 20:23:26,-39.0333,-67.5833,61.2,14,0,6.73,clear sky,0,0
354,Inhambane,MZ,2021-10-06 20:23:27,-23.865,35.3833,71.2,73,66,9.26,broken clouds,0,0
355,Pisco,PE,2021-10-06 20:22:38,-13.7,-76.2167,68.05,73,0,10.36,clear sky,0,0
356,Lulea,SE,2021-10-06 20:23:27,65.5842,22.1547,48.27,100,75,11.5,moderate rain,0,0
357,Cap Malheureux,MU,2021-10-06 20:23:28,-19.9842,57.6142,69.48,79,2,4.59,light rain,0,0
358,Bubaque,GW,2021-10-06 20:23:29,11.2833,-15.8333,83.17,76,19,8.72,few clouds,0,0
359,Serebryansk,KZ,2021-10-06 20:23:30,49.6925,83.2892,31.55,94,97,2.93,light snow,0,0
360,Acajutla,SV,2021-10-06 20:23:30,13.5928,-89.8275,93.54,67,98,4.88,overcast clouds,0,0
361,Aasiaat,GL,2021-10-06 20:23:31,68.7098,-52.8699,30.69,77,100,6.98,overcast clouds,0,0
362,Lufilufi,WS,2021-10-06 20:23:31,-13.8745,-171.5986,85.78,79,17,17.76,light rain,0,0
363,Kirakira,SB,2021-10-06 20:23:31,-10.4544,161.9205,80.58,83,98,8.88,overcast clouds,0,0
364,Pahrump,US,2021-10-06 20:23:32,36.2083,-115.9839,80.94,31,52,7.0,broken clouds,0,0
365,Kambove,CD,2021-10-06 20:23:32,-10.8764,26.5969,70.21,51,84,4.27,broken clouds,0,0
366,Trairi,BR,2021-10-06 20:21:18,-3.2778,-39.2689,81.23,74,99,14.41,overcast clouds,0,0
367,Lander,US,2021-10-06 20:23:33,42.833,-108.7307,72.1,40,90,5.75,overcast clouds,0,0
368,Kathu,TH,2021-10-06 20:23:33,7.9178,98.3332,81.7,98,100,19.24,overcast clouds,0,0
369,Owatonna,US,2021-10-06 20:20:14,44.0839,-93.226,76.06,59,75,9.22,broken clouds,0,0
370,Alofi,NU,2021-10-06 20:23:34,-19.0595,-169.9187,78.69,78,75,10.36,broken clouds,0,0
371,Haines Junction,CA,2021-10-06 20:23:34,60.7522,-137.5108,33.75,60,15,2.3,few clouds,0,0
372,Taunggyi,MM,2021-10-06 20:23:35,20.7833,97.0333,61.9,95,87,0.51,overcast clouds,0,0
373,Eydhafushi,MV,2021-10-06 20:23:35,5.1033,73.0708,82.09,78,100,15.39,overcast clouds,0,0
374,Jijiga,ET,2021-10-06 20:23:35,9.35,42.8,67.71,72,28,3.29,scattered clouds,0,0
375,Tiradentes,BR,2021-10-06 20:23:36,-21.1103,-44.1781,72.01,64,97,4.63,overcast clouds,0,0
376,Vanavara,RU,2021-10-06 20:23:36,60.34,102.2797,28.02,89,100,11.07,light snow,0,0
377,Goma,CD,2021-10-06 20:23:36,-1.6792,29.2228,63.25,87,57,2.62,light rain,0,0
378,Itaquyry,PY,2021-10-06 20:23:37,-24.9333,-55.2167,84.42,90,51,3.02,heavy intensity rain,0,0
379,Fort Nelson,CA,2021-10-06 20:23:37,58.8053,-122.7002,35.19,87,90,4.61,light snow,0,0
380,Sibolga,ID,2021-10-06 20:23:37,1.7427,98.7792,75.61,87,100,2.26,overcast clouds,0,0
381,Mount Pleasant,US,2021-10-06 20:21:05,32.7941,-79.8626,78.8,97,1,1.99,clear sky,0,0
382,Port Hawkesbury,CA,2021-10-06 20:23:38,45.6169,-61.3485,65.91,56,1,5.01,clear sky,0,0
383,Bam,IR,2021-10-06 20:23:38,29.106,58.357,79.86,12,11,2.71,few clouds,0,0
384,Urumqi,CN,2021-10-06 20:20:04,43.801,87.6005,34.75,87,90,4.47,overcast clouds,0,0
385,Karakol,KG,2021-10-06 20:23:39,42.4907,78.3936,33.26,98,100,2.37,snow,0,0
386,Menongue,AO,2021-10-06 20:23:40,-14.6585,17.691,66.63,75,100,6.13,overcast clouds,0,0
387,Ukiah,US,2021-10-06 20:23:42,39.1502,-123.2078,73.04,58,1,0.0,clear sky,0,0
388,Dingle,PH,2021-10-06 20:23:42,10.9995,122.6711,75.06,90,90,2.86,overcast clouds,0,0
389,Dunedin,NZ,2021-10-06 20:23:43,-45.8742,170.5036,54.82,78,100,4.29,overcast clouds,0,0
390,Cabinda,AO,2021-10-06 20:23:44,-5.55,12.2,76.77,79,90,7.72,overcast clouds,0,0
391,Alim,PH,2021-10-06 20:23:45,9.5649,122.4876,79.21,82,79,2.98,broken clouds,0,0
392,Mugur-Aksy,RU,2021-10-06 20:23:45,50.35,90.5,25.36,96,100,6.67,snow,0,0
393,Valencia,ES,2021-10-06 20:23:46,39.3333,-0.8333,67.6,77,78,3.15,broken clouds,0,0
394,Singaraja,ID,2021-10-06 20:23:46,-8.112,115.0882,74.97,80,42,6.91,scattered clouds,0,0
395,Nikolsk,RU,2021-10-06 20:23:47,53.7189,46.0712,34.88,74,27,4.9,scattered clouds,0,0
396,Tessalit,ML,2021-10-06 20:22:35,20.1986,1.0114,91.76,9,77,7.45,broken clouds,0,0
397,Kyrylivka,UA,2021-10-06 20:23:47,46.3759,35.3675,54.5,58,51,28.03,broken clouds,0,0
398,Ozernovskiy,RU,2021-10-06 20:23:48,51.5,156.5167,44.02,66,27,12.64,scattered clouds,0,0
399,Batagay-Alyta,RU,2021-10-06 20:23:49,67.8006,130.4114,24.17,69,100,4.72,overcast clouds,0,0
400,Maltahohe,NA,2021-10-06 20:23:49,-24.8333,16.9833,66.11,17,0,10.04,clear sky,0,0
401,Souillac,MU,2021-10-06 20:23:50,-20.5167,57.5167,69.37,94,75,3.44,light intensity shower rain,0,0
402,Santa Vitoria Do Palmar,BR,2021-10-06 20:23:50,-33.5189,-53.3681,55.92,67,83,17.58,broken clouds,0,0
403,Santana Do Mundau,BR,2021-10-06 20:23:51,-9.1681,-36.2222,78.78,72,87,10.33,overcast clouds,0,0
404,Borba,BR,2021-10-06 20:23:51,-4.3878,-59.5939,98.26,30,100,2.33,overcast clouds,0,0
405,Pacific Grove,US,2021-10-06 20:23:51,36.6177,-121.9166,73.58,82,1,5.99,clear sky,0,0
406,Gat,IL,2021-10-06 20:23:52,31.61,34.7642,72.81,61,0,5.91,clear sky,0,0
407,Lithakia,GR,2021-10-06 20:23:52,37.7167,20.8333,72.59,84,100,10.11,overcast clouds,0,0
408,Poum,NC,2021-10-06 20:23:52,-20.2333,164.0167,73.44,73,0,12.19,clear sky,0,0
409,Sokoni,TZ,2021-10-06 20:23:53,-6.4333,39.55,76.86,77,64,12.91,broken clouds,0,0
410,Urengoy,RU,2021-10-06 20:23:53,65.9667,78.3667,43.21,84,100,21.16,light rain,0,0
411,Sterling,US,2021-10-06 20:19:26,39.0062,-77.4286,72.23,92,90,5.99,mist,0,0
412,Hurghada,EG,2021-10-06 20:22:27,27.2574,33.8129,78.84,36,0,9.22,clear sky,0,0
413,Joppatowne,US,2021-10-06 20:23:54,39.4579,-76.3552,74.3,81,75,1.99,broken clouds,0,0
414,Hornepayne,CA,2021-10-06 20:23:54,49.2138,-84.7705,69.76,48,0,8.61,clear sky,0,0
415,Pangnirtung,CA,2021-10-06 20:23:55,66.1451,-65.7125,41.0,70,75,9.22,broken clouds,0,0
416,Krasnoselkup,RU,2021-10-06 20:23:55,65.7,82.4667,39.15,91,100,17.43,overcast clouds,0,0
417,Tara,RU,2021-10-06 20:23:55,56.8944,74.371,34.99,97,100,6.73,overcast clouds,0,0
418,Mezen,RU,2021-10-06 20:23:56,65.8522,44.24,45.95,77,81,10.22,light rain,0,0
419,Correntina,BR,2021-10-06 20:23:56,-13.3433,-44.6367,97.43,15,54,8.52,broken clouds,0,0
420,Sioux Lookout,CA,2021-10-06 20:23:56,50.1001,-91.917,73.78,60,40,11.5,scattered clouds,0,0
421,Rundu,NA,2021-10-06 20:23:57,-17.9333,19.7667,73.85,56,100,5.06,overcast clouds,0,0
422,Srisailam,IN,2021-10-06 20:23:57,16.0833,78.8667,72.59,98,90,3.91,overcast clouds,0,0
423,Albino,IT,2021-10-06 20:23:57,45.7638,9.7964,55.45,96,20,3.44,few clouds,0,0
424,San Vicente,AR,2021-10-06 20:23:58,-26.6167,-54.1333,69.87,98,99,4.29,overcast clouds,0,0
425,Chaman,PK,2021-10-06 20:23:58,30.9236,66.4512,63.7,11,0,0.49,clear sky,0,0
426,Tshikapa,CD,2021-10-06 20:23:58,-6.4167,20.8,73.06,85,100,2.84,overcast clouds,0,0
427,Conde,BR,2021-10-06 20:19:42,-7.2597,-34.9075,80.06,78,20,16.11,few clouds,0,0
428,Corpus Christi,US,2021-10-06 20:19:30,27.8006,-97.3964,90.21,47,20,7.0,few clouds,0,0
429,Estelle,US,2021-10-06 20:24:01,29.8458,-90.1067,85.05,62,75,9.22,broken clouds,0,0
430,Guadalajara,MX,2021-10-06 20:21:34,20.6667,-103.3333,78.98,56,75,1.99,broken clouds,0,0
431,Hamilton,US,2021-10-06 20:21:15,39.1834,-84.5333,79.59,73,1,1.01,clear sky,0,0
432,Abu Samrah,SY,2021-10-06 20:24:02,35.3029,37.1841,67.1,23,0,5.7,clear sky,0,0
433,Abu Dhabi,AE,2021-10-06 20:24:03,24.4667,54.3667,89.62,70,0,4.61,clear sky,0,0
434,Verkhnechusovskiye Gorodki,RU,2021-10-06 20:24:03,58.1671,57.1086,37.15,95,15,3.94,few clouds,0,0
435,Pilar,BR,2021-10-06 20:24:03,-9.5972,-35.9567,80.53,73,22,7.63,few clouds,0,0
436,Andrushivka,UA,2021-10-06 20:24:04,50.0229,29.0202,43.75,41,0,11.68,clear sky,0,0
437,Alice Springs,AU,2021-10-06 20:19:48,-23.7,133.8833,60.35,88,40,6.91,scattered clouds,0,0
438,Balkhash,KZ,2021-10-06 20:24:05,46.844,74.9804,34.48,62,0,13.82,clear sky,0,0
439,Manokwari,ID,2021-10-06 20:24:06,-0.8667,134.0833,78.13,77,100,1.99,overcast clouds,0,0
440,Zhangye,CN,2021-10-06 20:24:06,38.9342,100.4517,55.83,39,18,2.21,few clouds,0,0
441,Tautira,PF,2021-10-06 20:24:06,-17.7333,-149.15,80.62,78,55,10.92,broken clouds,0,0
442,Port Lincoln,AU,2021-10-06 20:24:07,-34.7333,135.8667,49.5,64,8,7.38,clear sky,0,0
443,Byron Bay,AU,2021-10-06 20:20:58,-28.65,153.6167,60.75,76,6,5.12,clear sky,0,0
444,Tananger,NO,2021-10-06 20:24:07,58.9333,5.6,53.74,85,75,3.44,broken clouds,0,0
445,Bilma,NE,2021-10-06 20:24:07,18.6853,12.9164,83.77,14,0,3.6,clear sky,0,0
446,Faanui,PF,2021-10-06 20:24:08,-16.4833,-151.75,78.53,68,0,12.35,clear sky,0,0
447,Kruisfontein,ZA,2021-10-06 20:24:08,-34.0033,24.7314,61.88,93,22,11.61,few clouds,0,0
448,Waverley,ZA,2021-10-06 20:24:09,-25.7023,28.2591,67.53,59,2,6.91,clear sky,0,0
449,Teknaf,BD,2021-10-06 20:24:10,20.8624,92.3058,79.07,87,41,3.11,scattered clouds,0,0
450,Udachnyy,RU,2021-10-06 20:24:10,66.4167,112.4,28.92,91,100,12.15,overcast clouds,0,0
451,Lloydminster,CA,2021-10-06 20:24:11,53.2835,-110.0016,50.22,53,90,9.22,smoke,0,0
452,Uruzgan,AF,2021-10-06 20:24:12,32.8333,66.0,58.51,17,0,0.69,clear sky,0,0
453,Murupara,NZ,2021-10-06 20:24:12,-38.4667,176.7,60.28,98,100,3.58,overcast clouds,0,0
454,Havoysund,NO,2021-10-06 20:24:12,70.9963,24.6622,41.88,64,100,18.79,overcast clouds,0,0
455,Vestmannaeyjar,IS,2021-10-06 20:24:13,63.4427,-20.2734,43.09,77,100,22.5,overcast clouds,0,0
456,Abashiri,JP,2021-10-06 20:24:13,44.0213,144.2697,42.94,70,100,4.03,overcast clouds,0,0
457,Colombo,LK,2021-10-06 20:24:14,6.9319,79.8478,76.95,87,56,11.14,broken clouds,0,0
458,Padang,ID,2021-10-06 20:24:14,-0.9492,100.3543,77.16,84,100,2.48,overcast clouds,0,0
459,Xining,CN,2021-10-06 20:20:31,36.6167,101.7667,47.95,85,81,1.95,broken clouds,0,0
460,Kemptville,CA,2021-10-06 20:24:15,45.0168,-75.641,73.53,57,7,1.14,clear sky,0,0
461,Verkhoyansk,RU,2021-10-06 20:24:15,67.5447,133.385,29.7,58,100,12.55,overcast clouds,0,0
462,San Quintin,MX,2021-10-06 20:24:16,30.4833,-115.95,72.77,67,57,15.9,broken clouds,0,0
463,Pimenta Bueno,BR,2021-10-06 20:24:16,-11.6725,-61.1936,89.08,51,100,1.61,overcast clouds,0,0
464,Maarianhamina,AX,2021-10-06 20:24:17,60.0973,19.9348,55.26,94,90,14.97,overcast clouds,0,0
465,Tucupita,VE,2021-10-06 20:24:17,9.0622,-62.051,82.85,81,33,5.79,scattered clouds,0,0
466,Naustdal,NO,2021-10-06 20:24:17,61.509,5.7168,51.12,92,75,2.3,fog,0,0
467,Bonthe,SL,2021-10-06 20:24:18,7.5264,-12.505,79.65,83,59,6.17,broken clouds,0,0
468,Namatanai,PG,2021-10-06 20:24:18,-3.6667,152.4333,77.52,83,100,3.0,overcast clouds,0,0
469,Henties Bay,NA,2021-10-06 20:22:17,-22.116,14.2845,55.85,87,1,2.68,clear sky,0,0
470,Argelia,CO,2021-10-06 20:24:19,2.2556,-77.2488,76.37,76,55,1.01,moderate rain,0,0
471,Luderitz,NA,2021-10-06 20:24:19,-26.6481,15.1594,60.62,63,0,2.51,clear sky,0,0
472,Diamantino,BR,2021-10-06 20:24:19,-14.4086,-56.4461,93.02,39,68,7.38,broken clouds,0,0
473,Nome,US,2021-10-06 20:20:40,64.5011,-165.4064,39.27,87,90,13.8,light rain,0,0
474,Kirillov,RU,2021-10-06 20:24:20,59.863,38.3813,33.73,92,9,6.02,clear sky,0,0
475,Moranbah,AU,2021-10-06 20:24:21,-22.0016,148.0466,63.99,83,3,2.84,clear sky,0,0
476,Moree,AU,2021-10-06 20:24:21,-29.4667,149.85,48.22,71,82,8.05,broken clouds,0,0
477,Rosetta,EG,2021-10-06 20:24:21,31.4044,30.4164,75.02,65,0,6.2,clear sky,0,0
478,Lukovetskiy,RU,2021-10-06 20:24:22,64.2956,41.9211,51.78,82,100,9.91,light rain,0,0
479,Omaruru,NA,2021-10-06 20:24:22,-21.4333,15.9333,67.87,25,0,5.21,clear sky,0,0
480,Taguatinga,BR,2021-10-06 20:24:23,-12.3857,-46.5711,103.14,11,50,4.18,scattered clouds,0,0
481,Talaya,RU,2021-10-06 20:24:23,61.3833,152.75,0.82,96,53,1.36,broken clouds,0,0
482,Pozo Colorado,PY,2021-10-06 20:24:25,-23.4923,-58.7972,86.94,50,100,5.75,overcast clouds,0,0
483,Samarai,PG,2021-10-06 20:24:26,-10.6167,150.6667,79.41,84,77,6.96,broken clouds,0,0
484,Nuevo Progreso,MX,2021-10-06 20:24:26,23.1667,-97.95,88.59,37,0,5.99,clear sky,0,0
