City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
458,Padang,ID,77.16,overcast clouds,-0.9492,100.3543,Mercure Padang
460,Kemptville,CA,73.53,clear sky,45.0168,-75.641,Kemptville Suites by Rob Thompson Hotels
462,San Quintin,MX,72.77,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
463,Pimenta Bueno,BR,89.08,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
464,Maarianhamina,AX,55.26,overcast clouds,60.0973,19.9348,Park Alandia Hotel
465,Tucupita,VE,82.85,scattered clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
466,Naustdal,NO,51.12,fog,61.509,5.7168,Naustdal Camping
467,Bonthe,SL,79.65,broken clouds,7.5264,-12.505,Bonthe Holiday Village
468,Namatanai,PG,77.52,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
470,Argelia,CO,76.37,moderate rain,2.2556,-77.2488,Hotel San Fernando Argelia
475,Moranbah,AU,63.99,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
477,Rosetta,EG,75.02,clear sky,31.4044,30.4164,Green Valley
478,Lukovetskiy,RU,51.78,light rain,64.2956,41.9211,Gostinitsa
482,Pozo Colorado,PY,86.94,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
483,Samarai,PG,79.41,broken clouds,-10.6167,150.6667,Nuli Sapi
484,Nuevo Progreso,MX,88.59,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
485,Xinyu,CN,74.53,light rain,27.8043,114.9334,Xinyu Beihu Hotel
487,Bucerias,MX,89.98,few clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
488,Port Blair,IN,80.76,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
489,Sao Joao Da Barra,BR,75.29,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
490,Tlapacoyan,MX,81.0,few clouds,19.9667,-97.2167,Hotel San Diego
496,Saint-Paul,RE,69.91,clear sky,-21.0096,55.2707,Boucan Canot
497,Ribeira Grande,PT,72.0,broken clouds,38.5167,-28.7,Quinta da Meia Eira
499,Nong Bua,TH,76.35,light rain,15.8646,100.5858,ลภัสรดารีสอร์ท
500,Sabang,ID,81.14,moderate rain,5.8933,95.3214,Hotel Citra
502,Vasto,IT,62.46,broken clouds,42.1243,14.7059,Hotel President
505,Big Spring,US,86.45,clear sky,32.2504,-101.4787,Hampton Inn & Suites Big Spring
507,Abbeville,FR,57.49,scattered clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
510,Eucaliptus,BO,56.62,overcast clouds,-17.5833,-67.5167,Hotel Serrano
511,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
512,Dawei,MM,75.76,moderate rain,14.0833,98.2,Hotel Dawei
513,Sydney Mines,CA,65.17,scattered clouds,46.2367,-60.2177,At The Harbourfront B&B Inc
514,Celestun,MX,83.01,broken clouds,20.8667,-90.4,Posada Lilia
516,Kingman,US,78.3,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
517,Little Current,CA,66.29,clear sky,45.9793,-81.9248,Hawberry Motel
519,Sofia,BG,54.61,clear sky,42.6975,23.3242,Hotel Slavyanska Beseda
522,Mamallapuram,IN,82.45,scattered clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
523,Ballina,AU,54.79,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
524,Dzaoudzi,YT,78.69,broken clouds,-12.7887,45.2699,Le Rocher
525,Mount Isa,AU,65.97,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
526,Makakilo City,US,82.72,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
529,Peniche,PT,74.68,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
531,Constantine,DZ,63.81,scattered clouds,36.365,6.6147,Grand Hotel Cirta
533,Kiunga,PG,72.14,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
534,Mutare,ZW,65.16,clear sky,-18.9707,32.6709,Ann Bruce Backpackers
536,Mecca,SA,86.58,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
539,Coruripe,BR,77.86,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
540,Santiago Del Estero,AR,65.8,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
541,Maragogi,BR,77.23,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
544,Pangai,TO,80.71,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
546,Gasa,PS,73.9,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
547,Gimli,CA,83.43,overcast clouds,50.6336,-96.9907,Lakeview Gimli Resort
548,Kijang,KR,67.73,clear sky,35.2442,129.2139,Samyang Beach Villa
549,Itarema,BR,81.36,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
551,Ngunguru,NZ,62.17,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
552,Gladstone,AU,61.79,clear sky,-23.85,151.25,Highpoint International
